"시도별","품목별","항목","단위","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월","2022.09 월","2022.10 월","2022.11 월","2022.12 월","2023.01 월","2023.02 월","2023.03 월","2023.04 월","2023.05 월",
"전국","컴퓨터수리비","소비자물가지수[2020=100]","2020=100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","106.85","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","113.7","116.44","116.44","116.44","116.44",
"전국","반려동물관리비","소비자물가지수[2020=100]","2020=100","101.539","101.549","101.97","102.058","102.254","102.421","102.724","102.783","102.841","102.841","102.92","103.008","103.634","103.811","103.879","100.257","96.145","95.881","94.442","95.891","99.64","103.781","104.173","104.173","99.72","99.9","99.87","99.93","99.94","100.08","100.11","100.02","100.1","100.11","100.1","100.11","100.09","100.16","100.29","100.27","100.32","100.43","100.75","100.77","100.85","100.93","100.91","100.94","101.33","101.41","101.73","101.98","102.33","102.45","102.59","102.94","103.33","103.56","103.78","104.17","105.07","105.87","106.62","107.26","107.63",
"전국","수영장이용료","소비자물가지수[2020=100]","2020=100","94.279","94.59","94.992","94.992","95.238","95.741","96.015","96.243","96.389","96.654","97.065","97.266","97.75","98.262","98.572","98.572","98.599","98.599","99.166","99.166","99.458","99.458","99.458","99.458","99.72","99.72","99.72","99.69","99.69","99.72","99.72","99.89","100.03","100.61","100.74","100.74","100.74","101.01","101.01","101.14","101.14","101.14","101.14","101.1","101.1","101.1","101.58","101.58","101.89","101.89","102.29","102.29","102.81","102.85","103.12","103.12","103.44","103.44","103.44","103.58","103.93","104.57","105.71","106.3","106.65",
"전국","볼링장이용료","소비자물가지수[2020=100]","2020=100","96.914","96.483","97.067","97.229","97.489","98.208","98.271","98.397","98.604","98.847","98.909","99.008","99.736","99.736","99.718","99.79","99.988","100.06","100.06","99.934","99.961","99.916","99.979","100.024","100.11","100.03","100.07","100.07","99.96","99.94","99.94","100.11","100.11","100.08","100.08","99.49","99.57","100.18","99.52","99.83","99.9","99.9","99.86","99.86","99.86","99.86","100.28","100.18","100.56","100.75","101.12","101.17","101.27","101.27","101.45","101.62","101.74","101.95","102.4","103.06","103.43","103.63","104.35","104.32","104.73",
"전국","헬스클럽이용료","소비자물가지수[2020=100]","2020=100","96.786","96.996","96.814","97.15","97.073","97.044","97.312","97.542","97.533","97.801","97.801","97.916","98.299","98.806","98.538","98.605","98.816","98.624","99.017","99.295","99.486","99.706","99.591","99.563","100.09","100.1","100.12","99.94","100.06","100.1","100.22","100.22","100.22","99.98","99.47","99.47","99.53","99.18","99.4","99.66","99.6","99.68","99.6","99.63","99.39","99.4","99.59","99.6","99.96","100.44","101.32","102.22","102.21","102.51","102.71","102.91","103.14","103.14","103.19","103.15","103.81","103.85","104.43","105.61","105.84",
"전국","골프연습장이용료","소비자물가지수[2020=100]","2020=100","100.021","99.784","99.856","99.753","99.763","99.773","99.743","99.547","99.475","99.578","99.423","99.444","99.671","99.722","99.949","100.031","99.804","99.835","99.609","99.495","99.64","99.701","99.557","99.732","99.72","99.92","99.96","99.94","99.99","99.96","100.04","100.05","100","100.15","100.1","100.17","100.27","100.37","100.55","100.54","100.57","100.45","100.83","100.84","101.1","100.91","101.36","101.48","101.79","101.95","102.41","102.68","102.82","102.94","103.09","103.3","103.6","103.59","103.54","103.95","104.3","104.49","104.73","105.09","105.28",
"전국","골프장이용료","소비자물가지수[2020=100]","2020=100","95.685","95.685","95.279","95.279","95.839","95.839","94.882","94.882","95.397","95.676","95.676","95.09","95.09","95.09","96.037","97.49","97.49","97.616","98.293","98.293","98.564","98.564","98.564","100.026","98.75","98.73","98.78","98.89","99.39","99.76","99.5","99.79","100.76","101.88","102.12","101.64","101.73","101.9","102.81","103.3","103.8","103.92","104.46","104.59","105.09","105.47","105.63","105.59","107.64","107.64","108.07","108.84","109.87","110.12","110.71","110.29","112.06","112.49","113.11","112.99","113.11","114.23","114.54","114.8","114.95",
"전국","당구장이용료","소비자물가지수[2020=100]","2020=100","98.509","98.823","98.88","99.423","99.442","99.489","99.546","99.432","99.385","100.041","99.984","100.051","99.994","100.079","100.098","100.098","100.232","100.213","99.956","99.937","99.651","99.546","99.727","99.584","99.95","100.01","100.04","99.87","100.23","100.21","99.87","99.87","99.92","100.03","99.99","100","99.92","99.9","99.92","99.94","99.98","100.13","100.12","100.29","99.96","100.06","99.79","100.15","100.8","101.06","101.03","101.37","101.59","101.7","101.96","102.05","102.06","102.06","102.24","102.67","104.12","104.62","104.94","105.89","105.71",
"전국","노래방이용료","소비자물가지수[2020=100]","2020=100","97.341","97.341","97.596","97.757","98.268","98.268","98.268","98.268","98.173","98.23","98.315","98.599","98.731","99.242","99.242","99.365","99.185","99.1","99.176","99.176","99.176","99.27","99.27","99.611","99.72","99.72","99.78","99.83","99.83","99.83","99.83","99.83","99.83","100.28","100.74","100.74","100.48","100.68","101.72","101.72","101.4","101.57","101.57","101.85","101.64","102.12","102.12","102.7","102.7","103.76","104.66","105.17","105.65","106.63","106.9","106.89","107.34","108.23","108.78","108.89","109.55","110.08","111.03","113.18","113.85",
"전국","PC방이용료","소비자물가지수[2020=100]","2020=100","95.652","98.016","98.798","99.455","99.836","100.141","100.494","99.951","99.808","100.218","100.294","100.027","100.799","101.743","102.295","102.524","101.676","100.761","101.075","100.599","100.322","100.446","100.551","100.637","100.95","101.08","100.5","100.41","100.18","98.99","98.64","98.62","99.31","101.39","100.52","99.4","100.05","99.98","100","100.47","100.42","101.49","101.63","101.02","101.15","101.55","101.75","101.99","102.16","102.18","102.75","102.94","103.34","103.63","103.8","104.14","104.55","104.64","104.75","105.23","105.96","106.73","107.77","109.05","109.65",
"전국","놀이시설이용료","소비자물가지수[2020=100]","2020=100","95.735","96.282","96.542","96.479","96.829","96.847","96.936","97.08","97.923","98.479","98.425","98.586","99.07","99.223","99.573","99.815","99.743","99.797","99.797","99.877","99.931","99.958","100.039","100.173","97.51","97.53","97.47","97.13","97.69","99.83","105.76","109.86","99.77","99.47","98.85","99.12","99.09","99.22","99.18","98.82","99.49","102.05","110.3","112.28","102.74","100.57","100.46","98.64","99.2","99.65","102.11","102.93","105.67","107.76","116.09","116.36","109.01","107.96","107.84","107.68","108.95","108.95","109.52","111.53","112.35",
"전국","운동경기관람료","소비자물가지수[2020=100]","2020=100","94.959","95.127","96.414","96.414","96.414","96.414","96.671","96.671","96.671","96.831","96.831","96.831","96.955","96.955","97.39","97.461","97.461","97.461","97.461","97.461","97.461","98.1","98.1","98.1","99.01","99.01","99.01","99.01","99.01","99.01","99.01","100.53","100.53","101.95","101.95","101.95","101.95","101.95","102.06","102.06","102.06","102.06","102.06","102.06","102.06","103.34","103.35","102.09","103.37","103.37","103.99","104.11","104.11","104.11","104.21","104.21","104.33","106.71","107.51","110.56","110.56","110.82","113.44","116.25","116.25",
"전국","영화관람료","소비자물가지수[2020=100]","2020=100","88.453","88.453","88.453","95.281","97.418","97.418","97.418","97.418","97.418","97.418","97.418","97.418","97.418","97.418","97.418","97.418","97.418","97.418","97.418","97.418","97.418","97.418","97.529","97.529","97.51","97.51","97.51","97.51","97.51","97.51","97.51","97.51","97.51","104.49","106.77","111.13","111.13","111.13","111.13","114.83","114.83","114.83","119.97","119.97","119.97","119.97","119.97","119.97","119.97","119.97","119.97","123.67","123.67","123.67","128.81","128.81","128.81","128.81","128.81","128.81","128.81","128.81","128.81","128.81","128.81",
"전국","공연예술관람료","소비자물가지수[2020=100]","2020=100","99.84","99.84","100.567","100.357","100.357","100.941","100.941","100.941","100.941","100.941","100.213","102.521","100.213","100.213","100.213","100.213","100.213","100.213","100.213","100.213","100.213","100.213","100.213","100.213","100.07","100.07","100.07","100.07","100.22","100.38","100.38","99.81","100.38","98.78","98.78","101","101","101","100.45","100.45","100.45","100.45","100.45","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","100.2","106.56","107.37","107.37","107.37","107.37","107.37",
"전국","관람시설이용료","소비자물가지수[2020=100]","2020=100","96.934","96.934","97.758","97.758","97.758","97.758","97.758","97.758","97.758","97.758","97.758","97.758","99.513","99.513","99.513","99.513","99.513","99.513","99.513","99.513","98.513","98.513","98.513","98.513","108.4","109.04","109.39","109.39","81.85","106.96","81.85","83.7","83.7","109.39","109.39","106.96","106.94","106.94","107.39","107.39","107.39","106.92","106.92","106.92","106.98","106.98","108.53","109.4","110.17","110.17","111.05","111.57","111.57","111.57","111.57","111.57","112.21","112.21","112.21","112.21","112.42","112.59","112.59","112.59","105.84",
"전국","독서실비","소비자물가지수[2020=100]","2020=100","98.288","98.404","99.003","98.916","98.829","99.302","99.351","99.244","99.138","99.254","99.022","98.974","99.128","99.157","99.283","99.283","99.254","99.186","99.882","99.882","99.602","100.007","100.326","100.297","100.11","100.24","100.13","100.09","99.89","99.89","99.91","99.94","99.94","100.02","100.04","99.8","99.66","99.11","99.63","99.86","99.72","99.75","99.73","99.7","99.67","99.69","99.49","99.06","98.28","98.96","98.63","98.75","98.91","99.1","99.27","99.56","99.7","99.8","99.48","98.81","98.51","98.8","99.58","99.08","99",
"전국","문화강습료","소비자물가지수[2020=100]","2020=100","93.688","93.714","95.422","95.422","95.584","96.114","96.222","96.222","97.165","97.228","97.228","97.498","97.525","97.669","97.893","98.163","98.064","98.388","98.675","98.729","99.098","99.295","99.295","99.43","99.38","99.39","99.39","99.39","99.4","100.16","100.28","100.3","100.41","100.62","100.61","100.66","100.66","100.66","101.5","101.77","102.18","102.66","102.88","102.91","103.27","103.46","103.5","103.92","104.09","104.2","104.44","104.64","104.68","105.34","105.61","105.76","106.24","106.53","106.83","107.52","108.14","108.8","110.97","111","111.04",
"전국","온라인콘텐츠이용료","소비자물가지수[2020=100]","2020=100","98.749","98.749","98.749","98.749","98.749","98.749","98.749","98.749","98.749","98.749","98.749","98.749","98.749","100.099","100.099","100.099","100.099","100.099","100.099","100.099","100.099","100.099","100.099","100.099","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","97.85","100.2","100.2","100.2","100.37","100.37","100.37","100.37","100.37","100.37","100.37","100.37","100.37","100.96","100.96","101.82","101.82","101.82","101.82","101.82","101.82","101.82","104.96","104.96","104.96","104.96","104.96","104.96","104.96","104.96","104.96","104.96",
"전국","사진서비스료","소비자물가지수[2020=100]","2020=100","94.41","94.508","94.919","95.356","95.454","95.481","95.579","95.633","95.606","95.704","95.91","96.16","96.392","96.615","96.776","97.847","97.918","98.133","98.24","98.356","98.32","98.552","98.704","98.802","99.46","99.59","99.56","99.6","99.82","99.96","99.96","100.08","100.24","100.43","100.57","100.72","100.76","100.39","100.62","100.67","102.5","102.77","102.98","102.93","103.18","103.23","103.44","103.73","104.35","104.92","105.38","105.85","106.54","106.76","107.32","107.75","108.09","108.61","108.96","109.72","112.46","113.13","115.03","115.57","115.63",
"전국","국내단체여행비","소비자물가지수[2020=100]","2020=100","95.971","99.564","97.919","101.443","104.84","99.397","103.088","110.635","100.454","102.471","97.439","97.195","93.426","99.045","94.787","98.193","101.981","98.369","101.609","105.104","98.604","102.187","97.273","97.41","93.8","96.27","91.86","99.96","102.06","95.99","101.56","115.2","101.86","109.65","94.76","97.03","95.7","101.66","93.93","103.45","112.98","97.22","110.41","124.37","107.27","105.68","101.62","107.64","111.43","116.51","113.38","124.29","124.7","127.71","140.81","149.62","133.76","133.16","121.18","118.99","116.81","121.25","118.11","123.26","125.95",
"전국","해외단체여행비","소비자물가지수[2020=100]","2020=100","101.104","106.26","105.896","111.244","111.19","103.874","110.837","112.57","114.527","113.008","106.591","101.778","105.479","106.612","104.505","108.57","105.746","103.104","109.885","113.8","109.714","109.778","102.516","98.323","102.75","96.84","97.26","100.91","99.29","97.89","104.29","107.17","102.24","100.97","95.97","94.41","99.27","93.75","94.14","100.91","99.29","97.89","104.29","107.17","102.24","100.97","95.97","94.41","99.27","93.75","94.14","100.91","102.1","102.4","105.65","107.26","103.22","102.26","103.46","106.98","109.46","106.2","106.19","108.03","107.59",
"전국","초등학생학원비","소비자물가지수[2020=100]","2020=100","96.76","97.04","97.505","97.644","97.644","97.644","97.626","97.682","97.728","97.728","97.737","97.793","98.165","98.175","98.51","98.528","98.556","98.575","98.575","98.612","98.556","98.677","98.677","98.807","99.52","99.67","99.83","99.66","99.72","99.72","99.86","99.85","100.26","100.52","100.69","100.71","100.79","100.87","101.06","101.17","101.25","101.25","101.32","101.41","101.6","101.62","101.76","101.79","102.21","102.84","103.1","103.49","103.58","103.65","103.72","103.79","103.91","103.94","104.05","104.15","104.68","104.85","105.42","105.6","105.71",
"전국","중학생학원비","소비자물가지수[2020=100]","2020=100","95.515","95.801","95.911","96.141","96.178","96.196","96.233","96.518","96.638","96.822","96.822","96.904","97.281","97.456","97.704","97.815","97.888","98.21","98.256","98.275","98.247","98.422","98.431","98.44","99.3","99.6","99.63","99.71","99.91","99.91","100.08","100.08","100.3","100.46","100.46","100.55","100.96","101.25","101.56","101.74","101.84","101.84","101.84","101.84","101.87","101.87","101.94","102.09","102.55","102.67","102.96","103.16","103.49","103.55","103.6","103.66","103.76","103.78","103.8","104.02","104.86","104.98","105.52","106","106.27",
"전국","고등학생학원비","소비자물가지수[2020=100]","2020=100","95.114","95.842","96.283","96.768","96.777","96.777","96.822","96.948","97.046","97.127","97.127","97.181","97.756","97.909","98.188","98.188","98.322","98.43","98.421","98.448","98.556","98.745","99.014","99.257","99.36","99.52","99.69","99.67","99.8","99.91","100.1","100.21","100.26","100.31","100.58","100.59","100.67","100.81","100.95","101","101.1","101.09","101.15","101.2","101.2","101.2","101.25","101.4","101.83","101.97","102.59","102.86","102.87","102.9","102.95","103.02","103.11","103.12","103.25","103.54","104.09","104.53","104.94","105.3","105.32",
"전국","음악학원비","소비자물가지수[2020=100]","2020=100","94.519","95.036","95.685","96.088","96.15","96.15","96.264","96.308","96.369","96.465","96.492","96.518","96.93","97.088","97.395","97.684","97.702","97.702","97.728","97.728","97.807","97.991","98.052","98.087","98.77","99.26","99.64","99.91","99.97","100.18","100.25","100.25","100.25","100.37","100.51","100.64","101.06","101.54","102.63","103.32","103.4","103.72","103.75","103.92","104.11","104.34","104.39","104.46","105.68","106.26","107.76","107.94","108","108.14","108.3","108.56","108.89","109.06","109.06","109.23","109.66","110.19","111.5","111.96","112.12",
"전국","미술학원비","소비자물가지수[2020=100]","2020=100","94.314","94.626","95.348","95.909","95.936","95.999","95.999","96.168","96.195","96.204","96.204","96.302","96.551","96.685","97.576","97.656","97.951","98.058","98.209","98.423","98.53","98.762","98.833","98.833","99.61","99.68","99.75","99.82","99.93","100.11","100.11","100.17","100.15","100.15","100.25","100.27","100.59","100.98","101.73","102.02","102.41","102.5","103","103","103.4","103.21","103.21","103.55","103.65","103.97","106.24","106.83","106.85","107.17","107.25","108.26","108.56","108.72","108.72","108.91","109.61","110.52","111.71","112.73","113.1",
"전국","운동학원비","소비자물가지수[2020=100]","2020=100","93.064","93.322","94.33","94.691","94.967","95.07","95.096","95.096","95.234","95.234","95.26","95.397","95.854","96.035","96.991","97.361","97.783","97.938","98.093","98.153","98.171","98.489","98.558","98.636","99.07","99.58","99.58","99.92","100.01","100.12","100.12","100.12","100.25","100.39","100.41","100.43","100.61","100.89","102.56","103.01","103.23","103.34","103.43","103.63","103.82","104.01","104.01","104.42","105.93","106.18","107.22","107.51","107.8","107.92","108.2","108.22","108.39","108.45","108.65","109.03","110.4","110.88","112.33","112.58","112.81",
"전국","전산학원비","소비자물가지수[2020=100]","2020=100","95.352","95.455","95.93","95.93","95.958","96.023","96.238","96.452","96.788","96.816","96.844","96.891","97.105","97.114","97.114","97.264","97.441","97.497","97.534","97.534","97.609","97.683","98.028","98.298","98.78","99.5","99.55","100.01","100.01","100.05","100.11","100.33","100.32","100.38","100.44","100.54","100.75","100.9","101.11","101.11","101.32","101.32","101.32","101.34","101.34","101.49","101.49","102.01","102.78","103.86","104.16","104.19","104.25","104.48","104.77","104.8","104.84","104.88","105.26","105.26","105.98","106.63","108.02","108.65","108.75",
"전국","가정학습지","소비자물가지수[2020=100]","2020=100","96.709","96.975","96.975","96.975","96.975","96.975","97.251","97.251","97.251","97.251","97.251","97.251","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.67","99.67","99.67","99.67","99.67","99.67","99.67","99.67","99.67","99.67","99.08","99.08","101.29","101.29","101.43","106.08","106.08","106.08","106.08","106.08","106.08","106.08","106.08","106.08","106.08","106.08","106.08",
"전국","이러닝이용료","소비자물가지수[2020=100]","2020=100","111.252","111.252","111.252","111.252","111.252","111.252","111.252","111.252","111.252","111.252","111.252","111.252","120.623","120.623","120.623","120.623","120.623","120.623","120.623","120.623","120.623","120.623","120.623","120.623","100","100","100","100","100","100","100","100","100","100","100","100","107.46","107.46","107.46","107.46","107.46","107.46","107.46","107.46","107.46","107.46","107.46","107.46","110.01","110.01","110.01","110.01","110.01","110.01","110.01","110.01","110.01","110.01","110.01","110.01","97.14","97.14","97.14","97.14","97.14",
"전국","학교보충교육비","소비자물가지수[2020=100]","2020=100","97.913","98.047","98.867","98.944","98.944","98.934","98.905","98.944","98.762","98.667","98.686","98.743","98.772","98.81","99.63","99.64","99.821","99.85","99.888","99.955","100.021","100.012","100.012","100.021","100.1","100.09","100.09","100.09","100.09","99.89","99.93","99.93","99.93","99.74","100.06","100.09","100.09","100.09","100.57","100.72","100.96","101.11","101.15","101.31","92.39","92.31","91.92","91.92","92.09","92.09","100","101.95","103.62","104.58","104.65","104.54","101.83","100.48","100.48","101.5","103.83","103.9","106.74","107.27","107.32",
"전국","기타학원비","소비자물가지수[2020=100]","2020=100","96.222","96.42","96.901","96.278","96.919","97.061","97.24","97.24","97.127","97.127","97.174","97.051","97.287","97.542","99.012","99.135","99.135","99.427","99.427","99.531","99.531","99.531","99.531","99.531","99.79","99.93","99.93","99.93","99.93","99.93","100.01","100.01","100.12","100.14","100.14","100.14","100.14","100.14","100.17","100.36","100.8","100.81","100.85","100.95","101.19","101.4","101.4","101.39","101.17","101.78","102.51","102.67","102.72","102.72","102.91","102.97","102.93","102.95","103.13","103.15","103.36","103.9","105.61","105.81","105.85",
"전국","취업학원비","소비자물가지수[2020=100]","2020=100","96.398","96.768","98.107","97.747","98.403","98.403","97.414","97.442","98.652","99.724","98.449","98.902","97.802","98.421","98.347","98.384","98.043","96.842","94.874","94.994","95.826","97.442","96.759","96.795","97.91","98.57","99.28","99.28","99.86","100.02","99.58","102.14","102.33","100.18","99.8","101.08","102.48","102.77","101.38","102.01","98.56","100.07","100.46","102.69","100.75","103.92","102.97","102.68","99.47","99.52","101.33","101.44","101.39","101.55","102.13","102.15","101","101.49","97.2","98.81","99.07","99.17","103.66","103.23","103.13",
"전국","외국어학원비","소비자물가지수[2020=100]","2020=100","95.432","95.569","95.687","95.987","95.977","96.105","96.423","96.577","96.532","96.668","96.786","97.031","97.385","97.458","97.712","97.794","97.985","98.03","98.13","98.23","98.221","98.33","98.684","98.857","99.24","99.25","99.61","99.73","99.73","99.79","99.97","100.14","100.49","100.65","100.67","100.75","100.85","101.03","101.56","101.72","101.58","101.64","101.39","101.38","101.74","102.11","102.46","102.5","103.03","103.17","103.6","103.61","103.82","103.94","104.9","105.44","105.73","105.93","106.01","106.4","107.09","107.38","107.52","108.19","108.52",
"전국","운동강습료","소비자물가지수[2020=100]","2020=100","95.93","96.097","96.302","96.618","96.711","96.87","97.037","97.121","97.233","97.261","97.586","97.707","98.415","98.806","98.685","98.787","98.982","98.74","99.103","99.383","99.578","99.513","99.513","99.513","99.65","99.72","99.72","99.49","99.98","100.11","100.11","100.16","100.16","100.29","100.3","100.3","100.32","100.37","100.27","99.9","100.12","100.12","100.19","100.16","100.16","100.16","100.21","100.26","100.52","100.53","101.05","101.09","101.37","101.38","101.74","101.74","101.77","102.1","102.1","102.15","102.73","103.24","104.41","104.82","104.89",
"전국","호텔숙박료","소비자물가지수[2020=100]","2020=100","106.342","105.732","101.991","106.047","108.945","107.918","117.464","121.236","109.097","105.549","104.421","112.198","104.543","103.099","101.452","102.814","106.363","106.322","113.205","116.895","106.027","106.159","104.604","106.637","103.24","99.28","96","95.92","98","98.13","103.97","110.45","98.45","98.81","98.37","99.38","93.33","94.54","92.59","95.47","97.83","96.57","106.24","111.66","102.23","104.31","99.36","103.73","100.98","98.79","95.24","100.61","105.4","103.62","120.62","123.54","110.38","115.68","113.33","116.34","113.51","107.3","108.27","114.21","116.83",
"전국","여관숙박료","소비자물가지수[2020=100]","2020=100","101.504","101.484","101.18","101.18","100.875","100.875","101.271","101.514","101.19","101.301","101.494","101.494","101.484","101.362","101.443","101.453","101.504","101.342","101.626","101.342","101.169","101.311","101.393","101.727","101.72","101.84","101.07","100.33","100.25","100.25","100.03","100","99.4","98.57","98.35","98.2","98.01","98.08","97.68","98.33","98.52","98.54","98.61","98.58","98.46","98.39","98.64","98.78","98.96","99.21","99.94","99.84","100.11","100.8","101.97","102.85","102.75","104.46","104.16","104.67","104.58","104.86","104.98","105.89","105.57",
"전국","콘도이용료","소비자물가지수[2020=100]","2020=100","106.494","105.707","92.195","90.791","95.63","94.429","108.769","128.576","99.42","92.703","91.358","108.414","109.582","109.446","95.207","91.628","96.079","93.972","113.609","130.437","96.908","93.743","93.397","103.482","116.15","103","92.41","95.25","100.09","92.98","101.21","125.58","90.81","95.27","88.05","99.23","104.37","103.74","89.87","90.61","92.39","88.75","106.88","131.22","100.03","95.34","92.51","102.59","113.08","103.2","92.96","93.79","95.25","93.23","106.88","131.22","100.03","98.83","94.02","106.67","115.3","101.64","98.88","99.99","105.56",
"전국","학교기숙사비","소비자물가지수[2020=100]","2020=100","95.322","95.35","96.327","96.327","96.327","96.327","96.327","96.327","96.954","96.954","96.954","96.954","96.954","96.954","98.189","98.189","98.189","98.189","98.189","98.189","98.401","98.401","98.401","98.401","98.65","98.65","98.86","98.92","100.31","100.46","100.46","100.46","100.77","100.82","100.82","100.82","100.82","100.82","101.61","101.61","101.61","101.61","101.61","101.61","101.71","101.71","101.71","101.71","101.71","101.71","103.22","103.22","103.22","103.22","103.22","103.22","103.51","103.51","103.51","103.51","103.51","103.51","106.19","106.19","106.19",
"전국","휴양시설이용료","소비자물가지수[2020=100]","2020=100","81.99","81.99","81.99","81.99","81.99","81.99","81.99","81.99","81.99","81.99","81.99","81.99","81.99","81.99","81.99","81.99","81.99","81.99","81.99","87.683","87.683","87.683","87.683","87.683","97.51","95.29","90.87","92.34","95.15","95.3","111.3","122.72","101.71","101.4","96.67","99.75","98.32","98.87","95.43","97.07","99.87","98.56","116.7","122.62","102.92","102.01","98.37","101.08","101.91","101.42","98.35","99.35","102.82","105.79","126.96","133.59","110.99","108.09","104.94","108.7","108.77","107.16","105.95","107.64","109.89",
"전국","목욕료","소비자물가지수[2020=100]","2020=100","92.333","93.886","94.497","94.69","94.69","94.803","94.855","94.855","95.274","95.493","95.72","95.728","96.776","97.046","97.439","97.439","97.439","97.439","97.474","97.631","97.989","98.199","98.365","98.6","99.56","99.87","99.89","99.89","99.82","100.05","100.05","99.91","100.17","100.21","100.21","100.38","100.3","100.36","100.54","100.87","100.87","100.87","100.77","100.99","101.24","101.78","102.4","102.58","104.18","105.73","106.96","107.73","108.31","108.5","109.78","111.06","111.89","112.58","113.7","114.68","116.37","118.69","121.52","122.45","123.59",
